ID,LON_LAT,frname,year,month,month_str,area_sum,count_fires,count_roads,MO_population,aspect,veg_category,7_days_SUM_APCP,kpo,7_days_AVG_RH,7_days_AVG_TMP,7_days_AVG_WIND_SPEED,dist_to_rivers,dist_to_railway,dist_to_roads,elevation
325,103.5 53.0,Усольское,2014,7,июль,63.0,2,1,20.911790783,44.8456954956,Поля,2.1,2695.9067740765,53.209375,30.4491666667,2.4916666667,3.8758962022,4.8578923589,1.2475479901,439.9481132075
326,103.5 53.0,Усольское,2014,9,сентябрь,129.0,2,2,20.911790783,103.6578063965,Поля,51.8,402.7399002819,76.096875,16.2179166667,3.2208333333,3.8758962022,4.8578923589,1.2475479901,439.9481132075
327,103.5 53.0,Усольское,2014,10,октябрь,1306.0,3,1,20.911790783,74.3283292392,Кустарники,17.9,264.4497383553,67.5525,9.74275,2.6125,3.8758962022,4.8578923589,1.2475479901,439.9481132075
328,103.5 53.0,Усольское,2015,4,апрель,416.0,7,3,20.911790783,109.5748824249,Поля,51.7,-1.6850834439,94.6265625,0.194125,2.8375,3.8758962022,4.8578923589,1.2475479901,439.9481132075
330,103.5 53.0,Усольское,2015,6,июнь,60.0,1,1,20.911790783,91.974937439,Поля,17.2,1438.9221591801,49.8828125,27.943125,3.00625,3.8758962022,4.8578923589,1.2475479901,439.9481132075
331,103.5 53.0,Усольское,2015,7,июль,256.0,5,2,20.911790783,33.6120008018,Поля,78.5,3456.004542752,58.1425,28.0935,3.1625,3.8758962022,4.8578923589,1.2475479901,439.9481132075
332,103.5 53.0,Усольское,2015,8,август,22.0,1,1,20.911790783,83.5006561279,Поля,7.8,206.1475409292,61.6671875,28.639375,3.3875,3.8758962022,4.8578923589,1.2475479901,439.9481132075
333,103.5 53.0,Усольское,2015,10,октябрь,24.0,1,1,20.911790783,25.9065093994,Пастбища,4.5,28.6591391775,72.26875,7.8375,3.1625,3.8758962022,4.8578923589,1.2475479901,439.9481132075
334,103.5 53.0,Усольское,2016,4,апрель,85.0,2,1,20.911790783,25.1311988831,Поля,29.7,97.5476907453,83.9015625,5.5975,3.69375,3.8758962022,4.8578923589,1.2475479901,439.9481132075
335,103.5 53.0,Усольское,2016,5,май,112.0,3,2,20.911790783,216.8304183406,Кустарники,27.1,1112.9849783705,47.24921875,15.485625,3.99375,3.8758962022,4.8578923589,1.2475479901,439.9481132075
336,103.5 53.0,Усольское,2016,9,сентябрь,57.0,2,2,20.911790783,46.6832294464,Поля,4.0,1364.6161657788,75.6114583333,19.885,2.4083333333,3.8758962022,4.8578923589,1.2475479901,439.9481132075
337,103.5 53.0,Усольское,2017,4,апрель,768.0,10,2,20.911790783,118.067112868,Поля,128.2,2000.5389076005,72.74125,8.5253333333,3.1983333333,3.8758962022,4.8578923589,1.2475479901,439.9481132075
338,103.5 53.0,Усольское,2017,6,июнь,418.0,1,1,20.911790783,56.7682876587,Поля,4.9,1125.6057092442,48.9375,33.20875,3.3125,3.8758962022,4.8578923589,1.2475479901,439.9481132075
339,103.5 53.0,Усольское,2017,7,июль,24.0,1,1,20.911790783,18.4349517822,Поля,15.0,319.2208208162,70.06875,25.3925,2.675,3.8758962022,4.8578923589,1.2475479901,439.9481132075
340,103.5 53.0,Усольское,2017,8,август,26.0,1,1,20.911790783,18.4349517822,Поля,15.4,744.8732384586,65.196875,30.59375,2.175,3.8758962022,4.8578923589,1.2475479901,439.9481132075
342,103.5 53.0,Усольское,2018,4,апрель,386.0,4,1,20.911790783,89.6299979498,Поля,33.5,561.8206172397,82.751171875,8.9215625,2.9390625,3.8758962022,4.8578923589,1.2475479901,439.9481132075
344,103.5 53.0,Усольское,2018,6,июнь,162.0,1,1,20.911790783,85.1009063721,Хвойный лес,40.2,606.6981414298,60.075,26.57375,3.8625,3.8758962022,4.8578923589,1.2475479901,439.9481132075
345,103.5 53.0,Усольское,2018,7,июль,675.0,1,1,20.911790783,49.7636413574,Лиственный лес,26.1,257.8262446737,72.4,25.19,3.2,3.8758962022,4.8578923589,1.2475479901,439.9481132075
347,103.5 53.0,Усольское,2019,5,май,70.0,3,2,20.911790783,61.1281011409,Поля,23.2,932.531172338,43.30375,17.498,3.5925,3.8758962022,4.8578923589,1.2475479901,439.9481132075
348,103.5 53.0,Усольское,2019,8,август,20.0,1,1,20.911790783,94.0856170654,Поля,5.9,288.1180146425,76.1125,22.0275,2.6,3.8758962022,4.8578923589,1.2475479901,439.9481132075
349,103.5 53.0,Усольское,2019,10,октябрь,28.0,1,1,20.911790783,29.9315109253,Поля,20.4,30.5031596725,84.175,8.12,2.8875,3.8758962022,4.8578923589,1.2475479901,439.9481132075
350,103.5 53.0,Усольское,2020,4,апрель,1136.0,4,2,20.911790783,45.7628085456,Поля,26.4,110.7978351944,86.728515625,5.57109375,3.0328125,3.8758962022,4.8578923589,1.2475479901,439.9481132075
351,103.5 53.0,Усольское,2020,5,май,20.0,1,1,20.911790783,239.9314117432,Пастбища,45.4,93.4251056506,73.353125,17.01625,3.8708333333,3.8758962022,4.8578923589,1.2475479901,439.9481132075
352,103.5 53.0,Усольское,2021,4,апрель,136.0,3,2,20.911790783,75.8924955474,Поля,60.67,177.988881563,86.295625,5.536,3.66,3.8758962022,4.8578923589,1.2475479901,439.9481132075
353,103.5 53.0,Усольское,2022,5,май,415.0,1,1,20.911790783,90.0,Редколесье,5.0,487.5875430418,63.1276041667,15.9602083333,3.71875,3.8758962022,4.8578923589,1.2475479901,439.9481132075
354,103.5 53.0,Усольское,2023,4,апрель,184.0,4,2,20.911790783,358.6888717221,Поля,58.5,145.6145206069,75.865625,2.70625,3.7875,3.8758962022,4.8578923589,1.2475479901,439.9481132075
355,103.5 53.0,Усольское,2023,5,май,301.0,2,1,20.911790783,30.3543167114,Поля,17.4,594.6507505577,74.359375,12.12375,2.3625,3.8758962022,4.8578923589,1.2475479901,439.9481132075
356,103.5 53.0,Усольское,2024,4,апрель,293.0,5,1,20.911790783,199.7813734917,Поля,94.8,124.9135137943,87.417578125,5.6803125,3.2265625,3.8758962022,4.8578923589,1.2475479901,439.9481132075
357,103.5 53.0,Усольское,2024,5,май,29.0,1,1,20.911790783,0.0,Редколесье,15.3,158.6319888833,72.865625,11.2075,3.45,3.8758962022,4.8578923589,1.2475479901,439.9481132075
358,103.5 53.0,Черемховское,2010,4,апрель,1092.0,6,2,9.1119507826,60.6596701484,Поля,61.29,170.0795460849,88.78703125,3.27355625,2.9126085627,17.4928681812,8.7072050792,1.0311363843,490.8550724638
359,103.5 53.0,Черемховское,2010,5,май,452.0,3,3,9.1119507826,99.210576997,Поля,67.23,2437.5692959309,78.4703344671,10.8901557823,2.9437115826,17.4928681812,8.7072050792,1.0311363843,490.8550724638
360,103.5 53.0,Черемховское,2011,4,апрель,2662.0,12,4,9.1119507826,53.7520252489,Поля,94.2,1803.9109341742,72.9047794118,7.9454411765,3.3644607843,17.4928681812,8.7072050792,1.0311363843,490.8550724638
362,103.5 53.0,Черемховское,2012,4,апрель,106.0,2,2,9.1119507826,311.9305915833,Поля,45.1,56.8946411184,86.084375,3.1135416667,4.1666666667,17.4928681812,8.7072050792,1.0311363843,490.8550724638
363,103.5 53.0,Черемховское,2012,5,май,720.0,2,1,9.1119507826,307.4789390564,Поля,24.8,971.6223555292,59.2895089286,14.7330357143,4.1785714286,17.4928681812,8.7072050792,1.0311363843,490.8550724638
364,103.5 53.0,Черемховское,2012,6,июнь,24.0,1,1,9.1119507826,95.1104202271,Поля,5.7,711.6151697813,56.5822916667,22.7991666667,3.2125,17.4928681812,8.7072050792,1.0311363843,490.8550724638
365,103.5 53.0,Черемховское,2012,9,сентябрь,59.0,1,1,9.1119507826,64.7468338013,Поля,0.5,84.5549752626,74.431875,19.42025,2.97,17.4928681812,8.7072050792,1.0311363843,490.8550724638
366,103.5 53.0,Черемховское,2013,4,апрель,1017.0,4,3,9.1119507826,88.4520658743,Поля,51.9,938.8893789844,81.4316611842,7.8808223684,3.1901315789,17.4928681812,8.7072050792,1.0311363843,490.8550724638
367,103.5 53.0,Черемховское,2013,5,май,180.0,5,3,9.1119507826,79.3759232139,Поля,59.3,1189.797850283,54.655625,15.708625,4.314375,17.4928681812,8.7072050792,1.0311363843,490.8550724638
368,103.5 53.0,Черемховское,2013,9,сентябрь,163.0,2,1,9.1119507826,87.517414093,Поля,40.0,132.8100001474,82.065625,10.2329166667,3.3833333333,17.4928681812,8.7072050792,1.0311363843,490.8550724638
369,103.5 53.0,Черемховское,2014,4,апрель,210.0,5,2,9.1119507826,112.6161971516,Поля,40.1,379.3171378449,74.1632352941,11.6361764706,3.125,17.4928681812,8.7072050792,1.0311363843,490.8550724638
370,103.5 53.0,Черемховское,2014,9,сентябрь,366.0,1,1,9.1119507826,24.1455383301,Поля,12.8,190.1967973149,76.096875,16.2179166667,3.2208333333,17.4928681812,8.7072050792,1.0311363843,490.8550724638
372,103.5 53.0,Черемховское,2015,5,май,262.0,3,1,9.1119507826,268.7996215421,Поля,30.0,853.7674668169,51.1204861111,15.2229166667,3.6958333333,17.4928681812,8.7072050792,1.0311363843,490.8550724638
373,103.5 53.0,Черемховское,2017,4,апрель,237.0,5,3,9.1119507826,57.2766003349,Поля,55.1,1128.7114370834,72.74125,8.5253333333,3.1983333333,17.4928681812,8.7072050792,1.0311363843,490.8550724638
374,103.5 53.0,Черемховское,2017,5,май,96.0,1,1,9.1119507826,27.1811103821,Пастбища,14.1,355.5203395295,58.2625,19.21375,3.7125,17.4928681812,8.7072050792,1.0311363843,490.8550724638
375,103.5 53.0,Черемховское,2018,4,апрель,146.0,4,3,9.1119507826,78.621358449,Поля,24.3,424.3067265361,82.751171875,8.9215625,2.9390625,17.4928681812,8.7072050792,1.0311363843,490.8550724638
376,103.5 53.0,Черемховское,2019,4,апрель,316.0,1,1,9.1119507826,34.6466789246,Поля,9.9,18.1184195359,68.7334375,7.867875,3.45875,17.4928681812,8.7072050792,1.0311363843,490.8550724638
377,103.5 53.0,Черемховское,2020,4,апрель,26.0,1,1,9.1119507826,81.7952957153,Поля,7.4,7.35037797,86.728515625,5.57109375,3.0328125,17.4928681812,8.7072050792,1.0311363843,490.8550724638
378,103.5 53.0,Черемховское,2020,5,май,376.0,1,1,9.1119507826,92.4895553589,Поля,32.5,646.0647256899,73.353125,17.01625,3.8708333333,17.4928681812,8.7072050792,1.0311363843,490.8550724638
379,103.5 53.0,Черемховское,2021,4,апрель,40.0,1,1,9.1119507826,135.3390197754,Пастбища,6.5,18.8592207008,86.295625,5.536,3.66,17.4928681812,8.7072050792,1.0311363843,490.8550724638
380,103.5 53.0,Черемховское,2022,4,апрель,587.0,1,1,9.1119507826,149.9314117432,Редколесье,12.1,17.9812122325,85.51875,5.06125,3.025,17.4928681812,8.7072050792,1.0311363843,490.8550724638
381,103.5 53.0,Черемховское,2022,5,май,28.0,1,1,9.1119507826,28.3007545471,Хвойный лес,16.3,158.2951988793,63.1276041667,15.9602083333,3.71875,17.4928681812,8.7072050792,1.0311363843,490.8550724638
382,103.5 53.0,Черемховское,2023,4,апрель,106.0,2,2,9.1119507826,110.0203475952,Пастбища,9.4,139.4551245982,75.865625,2.70625,3.7875,17.4928681812,8.7072050792,1.0311363843,490.8550724638
383,103.5 53.0,Черемховское,2024,4,апрель,58.0,2,2,9.1119507826,138.4891967773,Поля,36.3,113.0791331695,87.417578125,5.6803125,3.2265625,17.4928681812,8.7072050792,1.0311363843,490.8550724638
384,103.5 53.5,Аларское,2013,5,май,103.0,1,1,7.93515,159.8803710938,Поля,9.5,314.3162124443,60.4895833333,14.6655208333,3.4697916667,37.5009379752,20.6411622867,2.0573744738,458.0
385,103.5 53.5,Кировское,2010,5,май,484.0,3,2,7.181975,280.2630411965,Поля,35.12,3710.1247309892,69.0739962121,12.6198477273,2.4139808816,18.9069951855,40.2510949059,3.2908822636,553.0714285714
386,103.5 53.5,Кировское,2010,6,июнь,44.0,1,1,7.181975,311.8829956055,Редколесье,6.8,365.063717777,46.4904017857,23.5187232143,2.6130389722,18.9069951855,40.2510949059,3.2908822636,553.0714285714
387,103.5 53.5,Кировское,2010,7,июль,20.0,1,1,7.181975,98.3990936279,Смешанный лес,21.2,182.3035991555,70.265625,22.510625,1.8436713301,18.9069951855,40.2510949059,3.2908822636,553.0714285714
388,103.5 53.5,Кировское,2011,4,апрель,166.0,4,2,7.181975,199.7689662082,Редколесье,18.5,1963.4106035398,70.3090625,11.0795,2.87125,18.9069951855,40.2510949059,3.2908822636,553.0714285714
389,103.5 53.5,Кировское,2011,5,май,69.0,2,1,7.181975,257.9222335815,Поля,15.7,2330.6767078824,51.86,16.8025,3.4325,18.9069951855,40.2510949059,3.2908822636,553.0714285714
390,103.5 53.5,Кировское,2011,6,июнь,682.0,3,1,7.181975,258.3064979818,Лиственный лес,1.5,6184.7348724329,41.40375,28.5505,2.8,18.9069951855,40.2510949059,3.2908822636,553.0714285714
392,103.5 53.5,Кировское,2012,7,июль,40.0,2,1,7.181975,92.079120636,Редколесье,3.8,2059.3208452823,46.771875,26.185,3.0375,18.9069951855,40.2510949059,3.2908822636,553.0714285714
393,103.5 53.5,Кировское,2013,4,апрель,733.0,3,2,7.181975,304.1948500077,Поля,24.1,433.9601244568,82.7021875,9.905375,2.80375,18.9069951855,40.2510949059,3.2908822636,553.0714285714
394,103.5 53.5,Кировское,2013,5,май,431.0,6,1,7.181975,247.5057086057,Поля,51.8,2521.5779008088,60.4895833333,14.6655208333,3.4697916667,18.9069951855,40.2510949059,3.2908822636,553.0714285714
395,103.5 53.5,Кировское,2013,6,июнь,101.0,2,2,7.181975,355.7602386475,Поля,24.2,2405.0015195418,58.6078125,24.484375,2.79375,18.9069951855,40.2510949059,3.2908822636,553.0714285714
396,103.5 53.5,Кировское,2013,7,июль,59.0,1,1,7.181975,254.2488250732,Поля,3.8,1584.7126750559,60.2453125,24.7375,2.5125,18.9069951855,40.2510949059,3.2908822636,553.0714285714
397,103.5 53.5,Кировское,2013,8,август,1303.0,2,1,7.181975,161.6346054077,Кустарники,5.7,2039.1265870285,58.43828125,27.1540625,2.290625,18.9069951855,40.2510949059,3.2908822636,553.0714285714
398,103.5 53.5,Кировское,2014,4,апрель,2001.0,3,2,7.181975,292.5676586332,Пастбища,11.0,1362.5591604496,64.4515625,13.3365,3.26,18.9069951855,40.2510949059,3.2908822636,553.0714285714
399,103.5 53.5,Кировское,2014,5,май,503.0,1,1,7.181975,228.5137481689,Редколесье,4.0,297.4738982735,44.3364583333,14.9691666667,3.4791666667,18.9069951855,40.2510949059,3.2908822636,553.0714285714
400,103.5 53.5,Кировское,2015,4,апрель,26.0,1,1,7.181975,256.3286743164,Лиственный лес,23.1,48.6299738754,88.875,6.37125,3.75,18.9069951855,40.2510949059,3.2908822636,553.0714285714
401,103.5 53.5,Кировское,2016,5,май,709.0,2,1,7.181975,214.4165725708,Редколесье,24.1,1144.6637688955,56.4296875,13.934375,3.16875,18.9069951855,40.2510949059,3.2908822636,553.0714285714
402,103.5 53.5,Кировское,2017,6,июнь,377.0,1,1,7.181975,259.8244934082,Редколесье,0.0,4421.6946737107,43.3364583333,27.3608333333,3.2875,18.9069951855,40.2510949059,3.2908822636,553.0714285714
403,103.5 53.5,Кировское,2017,8,август,20.0,1,1,7.181975,259.0321350098,Поля,17.5,536.1158182292,61.3666666667,26.19875,2.5,18.9069951855,40.2510949059,3.2908822636,553.0714285714
404,103.5 53.5,Кировское,2019,5,май,236.0,1,1,7.181975,281.173828125,Поля,1.1,845.8724377464,44.471875,15.50875,3.475,18.9069951855,40.2510949059,3.2908822636,553.0714285714
405,103.5 53.5,Кировское,2024,5,май,416.0,1,1,7.181975,235.7843017578,Поля,10.6,417.9009528321,69.953125,13.69875,3.45,18.9069951855,40.2510949059,3.2908822636,553.0714285714
406,103.5 53.5,Осинское,2010,4,апрель,20.0,1,1,5.0510808592,11.9207382202,Поля,19.1,2.9047159679,84.878125,4.280375,3.3345677147,15.4760111501,59.3582342623,1.3338036173,465.7746478873
407,103.5 53.5,Осинское,2010,5,май,1034.0,6,1,5.0510808592,28.1392425778,Поля,68.64,5797.7913241776,69.0739962121,12.6198477273,2.4139808816,15.4760111501,59.3582342623,1.3338036173,465.7746478873
409,103.5 53.5,Осинское,2010,9,сентябрь,44.0,1,1,5.0510808592,294.5196533203,Поля,0.3,207.9060161404,78.3388888889,15.42,2.1751645384,15.4760111501,59.3582342623,1.3338036173,465.7746478873
410,103.5 53.5,Осинское,2011,4,апрель,870.0,4,2,5.0510808592,349.4570277131,Пастбища,27.3,1174.184298765,70.3090625,11.0795,2.87125,15.4760111501,59.3582342623,1.3338036173,465.7746478873
411,103.5 53.5,Осинское,2011,5,май,124.0,3,1,5.0510808592,22.681565714,Пастбища,18.5,1399.330365529,51.86,16.8025,3.4325,15.4760111501,59.3582342623,1.3338036173,465.7746478873
412,103.5 53.5,Осинское,2011,6,июнь,582.0,2,2,5.0510808592,115.3850746155,Редколесье,9.8,5033.5627953622,41.40375,28.5505,2.8,15.4760111501,59.3582342623,1.3338036173,465.7746478873
413,103.5 53.5,Осинское,2011,8,август,47.0,1,1,5.0510808592,288.1721191406,Поля,25.5,20.505866111,80.43125,19.79875,3.1875,15.4760111501,59.3582342623,1.3338036173,465.7746478873
414,103.5 53.5,Осинское,2012,4,апрель,20.0,1,1,5.0510808592,4.8079528809,Поля,37.0,20.8216721557,81.596875,2.46625,4.6375,15.4760111501,59.3582342623,1.3338036173,465.7746478873
415,103.5 53.5,Осинское,2012,6,июнь,172.0,3,1,5.0510808592,318.2979548571,Поля,6.7,5486.3625869112,46.134375,26.5825,3.2291666667,15.4760111501,59.3582342623,1.3338036173,465.7746478873
416,103.5 53.5,Осинское,2012,8,август,100.0,2,1,5.0510808592,291.6576538086,Поля,21.0,1165.0789383962,70.9296875,25.36875,2.04375,15.4760111501,59.3582342623,1.3338036173,465.7746478873
417,103.5 53.5,Осинское,2013,4,апрель,162.0,6,2,5.0510808592,26.7827040356,Поля,52.2,986.8147914461,82.7021875,9.905375,2.80375,15.4760111501,59.3582342623,1.3338036173,465.7746478873
418,103.5 53.5,Осинское,2013,5,май,251.0,4,1,5.0510808592,28.5355421857,Поля,31.9,1219.0078665892,60.4895833333,14.6655208333,3.4697916667,15.4760111501,59.3582342623,1.3338036173,465.7746478873
419,103.5 53.5,Осинское,2013,7,июль,79.0,1,1,5.0510808592,291.8013916016,Поля,5.0,297.6125300147,60.2453125,24.7375,2.5125,15.4760111501,59.3582342623,1.3338036173,465.7746478873
420,103.5 53.5,Осинское,2013,8,август,349.0,2,1,5.0510808592,183.7760162354,Поля,2.2,3057.2610163603,58.43828125,27.1540625,2.290625,15.4760111501,59.3582342623,1.3338036173,465.7746478873
421,103.5 53.5,Осинское,2014,4,апрель,1231.0,7,2,5.0510808592,10.52650627,Лиственный лес,32.82,1538.1665875218,64.4515625,13.3365,3.26,15.4760111501,59.3582342623,1.3338036173,465.7746478873
422,103.5 53.5,Осинское,2014,5,май,393.0,2,1,5.0510808592,304.0668029785,Поля,14.0,1134.5028388137,44.3364583333,14.9691666667,3.4791666667,15.4760111501,59.3582342623,1.3338036173,465.7746478873
423,103.5 53.5,Осинское,2014,8,август,1263.0,3,1,5.0510808592,285.0049395763,Пастбища,2.6,4136.9368057618,56.990625,27.53,2.4958333333,15.4760111501,59.3582342623,1.3338036173,465.7746478873
424,103.5 53.5,Осинское,2015,5,май,1165.0,2,1,5.0510808592,7.806388855,Лиственный лес,11.8,1229.001077785,42.9671875,18.848125,3.75625,15.4760111501,59.3582342623,1.3338036173,465.7746478873
425,103.5 53.5,Осинское,2015,6,июнь,66.0,2,1,5.0510808592,311.5723724365,Пастбища,6.6,2134.3644272905,52.0296875,21.59875,3.49375,15.4760111501,59.3582342623,1.3338036173,465.7746478873
426,103.5 53.5,Осинское,2015,7,июль,39.0,1,1,5.0510808592,246.3368530273,Пастбища,16.6,795.0883943575,70.7625,25.825,3.1625,15.4760111501,59.3582342623,1.3338036173,465.7746478873
427,103.5 53.5,Осинское,2015,8,август,112.0,2,1,5.0510808592,304.3461456299,Пастбища,37.1,473.1436211863,64.70625,26.2475,3.23125,15.4760111501,59.3582342623,1.3338036173,465.7746478873
428,103.5 53.5,Осинское,2015,10,октябрь,147.0,1,1,5.0510808592,246.3368530273,Пастбища,8.2,26.475529689,67.390625,5.29375,3.225,15.4760111501,59.3582342623,1.3338036173,465.7746478873
429,103.5 53.5,Осинское,2016,6,июнь,82.0,1,1,5.0510808592,291.8013916016,Поля,17.5,453.5825265453,47.934375,27.10375,2.5625,15.4760111501,59.3582342623,1.3338036173,465.7746478873
430,103.5 53.5,Осинское,2016,7,июль,951.0,1,1,5.0510808592,291.8013916016,Пастбища,4.7,1775.5647761919,51.1375,28.13,2.5625,15.4760111501,59.3582342623,1.3338036173,465.7746478873
431,103.5 53.5,Осинское,2016,10,октябрь,61.0,1,1,5.0510808592,306.1193237305,Кустарники,0.3,254.8323165144,58.29375,4.305,1.75,15.4760111501,59.3582342623,1.3338036173,465.7746478873
432,103.5 53.5,Осинское,2017,6,июнь,410.0,2,1,5.0510808592,282.4890136719,Поля,12.7,3798.2882627804,43.3364583333,27.3608333333,3.2875,15.4760111501,59.3582342623,1.3338036173,465.7746478873
433,103.5 53.5,Осинское,2017,8,август,40.0,2,1,5.0510808592,194.5455703735,Поля,2.3,3930.5474616531,61.3666666667,26.19875,2.5,15.4760111501,59.3582342623,1.3338036173,465.7746478873
434,103.5 53.5,Осинское,2018,6,июнь,26.0,1,1,5.0510808592,208.1785888672,Поля,23.9,111.5289219082,67.6,21.64625,4.0625,15.4760111501,59.3582342623,1.3338036173,465.7746478873
435,103.5 53.5,Осинское,2018,10,октябрь,211.0,1,1,5.0510808592,291.8013916016,Поля,17.4,85.9054021927,87.165625,6.59,3.9,15.4760111501,59.3582342623,1.3338036173,465.7746478873
436,103.5 53.5,Осинское,2019,9,сентябрь,33.0,1,1,5.0510808592,4.2363967896,Поля,2.6,108.1866115579,78.9552083333,18.605,2.5625,15.4760111501,59.3582342623,1.3338036173,465.7746478873
437,103.5 53.5,Осинское,2020,4,апрель,26.0,1,1,5.0510808592,303.1975708008,Поля,3.0,27.6278288933,90.63125,4.63,3.0125,15.4760111501,59.3582342623,1.3338036173,465.7746478873
438,103.5 53.5,Осинское,2021,7,июль,26.0,1,1,5.0510808592,4.2363967896,Поля,8.8,1041.3890009444,51.146875,30.43875,3.075,15.4760111501,59.3582342623,1.3338036173,465.7746478873
440,103.5 53.5,Усть-Удинское,2010,5,май,38.0,1,1,0.684541,36.5014419556,Поля,9.0,1968.3143062088,69.0739962121,12.6198477273,2.4139808816,26.776124537,58.5196035573,5.0171355107,512.0
441,103.5 53.5,Усть-Удинское,2013,4,апрель,38.0,1,1,0.684541,111.3706207275,Пастбища,13.2,37.1553506499,82.7021875,9.905375,2.80375,26.776124537,58.5196035573,5.0171355107,512.0
442,103.5 53.5,Черемховское,2010,5,май,46.0,1,1,9.295758,152.4957580566,Поля,5.4,345.856168408,69.0739962121,12.6198477273,2.4139808816,36.7288279429,20.5315234233,1.6868026246,467.0
444,103.5 53.5,Черемховское,2011,7,июль,26.0,1,1,9.295758,252.7585449219,Пастбища,15.7,290.9611024696,60.29375,29.71,2.5875,36.7288279429,20.5315234233,1.6868026246,467.0
445,103.5 53.5,Черемховское,2013,5,май,130.0,1,1,9.295758,280.813873291,Пастбища,9.4,345.0172928677,60.4895833333,14.6655208333,3.4697916667,36.7288279429,20.5315234233,1.6868026246,467.0
446,103.5 53.5,Черемховское,2022,5,май,329.0,1,1,9.295758,94.0856170654,Пастбища,8.9,108.7601049274,72.85625,11.70875,2.9375,36.7288279429,20.5315234233,1.6868026246,467.0
447,103.5 54.0,Осинское,2012,6,июнь,240.0,2,1,5.11346,274.4377593994,Лиственный лес,2.7,4831.6707718003,44.5890625,28.755625,2.775,10.1385988849,75.0159755802,6.9956085513,636.125
448,103.5 54.0,Осинское,2013,8,август,123.0,2,1,5.11346,237.4534072876,Лиственный лес,0.3,4753.6290515193,60.1859375,26.66625,2.3375,10.1385988849,75.0159755802,6.9956085513,636.125
449,103.5 54.0,Осинское,2015,6,июнь,1644.0,1,1,5.11346,237.1290740967,Редколесье,0.2,2545.2084453324,44.471875,27.93125,2.75,10.1385988849,75.0159755802,6.9956085513,636.125
450,103.5 54.0,Осинское,2016,6,июнь,313.0,1,1,5.11346,54.7938270569,Смешанный лес,6.1,1864.3864713835,45.7125,27.06,1.9875,10.1385988849,75.0159755802,6.9956085513,636.125
451,103.5 54.0,Осинское,2017,8,август,22.0,1,1,5.11346,103.0291976929,Лиственный лес,4.4,1599.2220721413,60.11875,30.1425,2.2625,10.1385988849,75.0159755802,6.9956085513,636.125
454,104.0 51.5,Прибайкальский НП,2011,4,апрель,48.0,1,1,9.325811,137.4002075195,Лиственный лес,15.4,11.5073621759,78.690625,3.29125,3.75,20.8560948471,2.6356152222,5.8952460317,729.5
455,104.0 51.5,Прибайкальский НП,2013,4,апрель,41.0,1,1,9.325811,167.691986084,Редколесье,8.5,75.9417577947,81.5375,7.22375,2.5875,20.8560948471,2.6356152222,5.8952460317,729.5
456,104.0 51.5,Прибайкальский НП,2014,4,апрель,56.0,2,1,9.325811,162.3574371338,Редколесье,23.44,422.9543395807,71.296875,8.060625,3.11875,20.8560948471,2.6356152222,5.8952460317,729.5
457,104.0 51.5,Прибайкальский НП,2014,5,май,20.0,1,1,9.325811,257.2672119141,Лиственный лес,9.9,85.3069975977,67.6875,7.47375,3.5,20.8560948471,2.6356152222,5.8952460317,729.5
460,104.0 51.5,Слюдянское,2012,4,апрель,22.0,1,1,8.5734816,174.5209197998,Редколесье,26.7,1.976346224,91.34375,-0.1325,3.8875,28.4472898802,19.3401570628,20.4778171233,1136.6
461,104.0 51.5,Слюдянское,2014,6,июнь,20.0,1,1,8.5734816,172.0283813477,Хвойный лес,11.4,164.5196861508,67.09375,19.1975,3.075,28.4472898802,19.3401570628,20.4778171233,1136.6
462,104.0 51.5,Слюдянское,2015,6,июнь,2060.0,1,1,8.5734816,184.3446044922,Поля,12.5,634.3577325434,61.628125,18.54125,3.8875,28.4472898802,19.3401570628,20.4778171233,1136.6
463,104.0 51.5,Слюдянское,2015,7,июль,448.0,4,1,8.5734816,187.1690588029,Поля,71.9,1434.8670537848,64.01796875,19.6121875,3.26875,28.4472898802,19.3401570628,20.4778171233,1136.6
464,104.0 51.5,Слюдянское,2017,7,июль,192.0,1,1,8.5734816,191.4797821045,Поля,11.3,70.1064818646,73.053125,17.3425,2.85,28.4472898802,19.3401570628,20.4778171233,1136.6
465,104.0 51.5,Слюдянское,2024,7,июль,32.0,1,1,8.5734816,137.762802124,Смешанный лес,33.8,40.5778956102,84.69375,16.4875,2.275,28.4472898802,19.3401570628,20.4778171233,1136.6
466,104.0 52.0,Иркутское,2010,4,апрель,228.0,3,3,77.9004172174,109.6911131343,Редколесье,5.98,156.2825467235,81.61171875,5.215890625,2.3544347826,8.0123624891,5.5974442149,2.1564208587,515.9130434783
467,104.0 52.0,Иркутское,2011,4,апрель,243.0,2,1,77.9004172174,143.5881271362,Поля,18.5,204.8535109251,76.890625,7.9807236842,2.9414473684,8.0123624891,5.5974442149,2.1564208587,515.9130434783
468,104.0 52.0,Иркутское,2012,5,май,132.0,2,2,77.9004172174,202.0730895996,Лиственный лес,17.0,2629.6577776804,53.4859375,17.400625,4.33125,8.0123624891,5.5974442149,2.1564208587,515.9130434783
469,104.0 52.0,Иркутское,2013,4,апрель,970.0,2,2,77.9004172174,31.6105804443,Лиственный лес,28.0,435.6051181322,87.3854910714,8.4088392857,2.5571428571,8.0123624891,5.5974442149,2.1564208587,515.9130434783
